Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Meng F., Ding B., Cazzolato B., Arjomandi M.","57202589321;54948633800;57203216755;24597414300;","Modal analysis of a submerged spherical point absorber with asymmetric mass distribution",2019,"Renewable Energy","130",,,"223","237",,,"10.1016/j.renene.2018.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048788101&doi=10.1016%2fj.renene.2018.06.014&partnerID=40&md5=f6324bccb28002ea87bac64b53fdf2d7","Of all the wave energy converter (WEC) categories, the single-tether point absorber (PA) is one of the most widely used in the ocean renewable energy industry. In most published research, only the heave motion of the buoy is considered in the motion equation for the analysis. This is because the heave motion of the buoy strongly couples to the power take-off device (PTO), whereas the surge and pitch motions barely couple to the PTO. As a result, only the power arising from heave motion of the buoy can be efficiently absorbed when a single-tether PTO is used, leading to deficiency of the design in absorbing the power arising from its surge and pitch motion. In this paper, the deficiencies of single-tether PAs are addressed by simply shifting the center of gravity of the buoy away from its geometric centre. A spherical buoy with asymmetric mass is used in this paper for its simplicity. The asymmetric mass distribution of the buoy causes motion coupling across surge, heave and pitch motions, which enables strong coupling between the buoy's surge motion and the PTO movement. The operation principle and power generation of the spherical point absorber with asymmetric mass distribution (SPAMD) are investigated via a modal analysis conducted on a validated frequency-domain model. The results show that the SPAMD can be up to 3 times more efficient than the generic PAs when subjected to regular waves in the frequency range from 0.34 rad/sec to 1.4 rad/sec. © 2018 Elsevier Ltd","Hybrid frequency-domain model; Modal analysis; Spherical point absorber with asymmetric mass; Wave energy converter (WEC)",Article,,Scopus,2-s2.0-85048788101
"Liu B., Guo D., Jiang C., Li G., Huang X.","57193855174;57202837073;57203905892;57203906690;57191096890;","Stress optimization of smooth continuum structures based on the distortion strain energy density",2019,"Computer Methods in Applied Mechanics and Engineering","343",,,"276","296",,,"10.1016/j.cma.2018.08.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053751479&doi=10.1016%2fj.cma.2018.08.031&partnerID=40&md5=fc54bf567f75fd01f13e63fadea19f8b","This paper presents an evolutionary structural optimization method of designing continuum structures with clear and smooth boundaries for stress minimization. The stress optimization problem is formulated with the P-norm function based on the distortion strain energy density, so as to avoid the stress relaxation and the local nature of the maximum stress. In order to obtain a smooth topology, the surrogate design variables on the volume fraction of elements are defined based on the proportion of solid and void points within an element. Based on sensitivity analysis, topology optimization evolves the structure by gradually decreasing the structural volume to the optimized one with the prescribed volume. 2D and 3D numerical examples are presented and discussed to demonstrate the effectiveness of the proposed topology optimization method for minimizing the maximum stress of continuum structures and alleviating stress concentration. © 2018 Elsevier B.V.","Distortion strain energy density; Evolutionary topology optimization; Smooth topology; Topology optimization",Article,,Scopus,2-s2.0-85053751479
"Mhaske S.N., Pathak K., Basak A.","57203822827;7004581276;56373267200;","A comprehensive design of rainfall simulator for the assessment of soil erosion in the laboratory",2019,"Catena","172",,,"408","420",,,"10.1016/j.catena.2018.08.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053081640&doi=10.1016%2fj.catena.2018.08.039&partnerID=40&md5=63f51b18555a5ee728841bdf64d6c97c","The present paper describes the design of a comprehensive rainfall simulator which is particularly meant for the assessment of soil erosion at plot scale by considering various soil grain types, soil slope angles, and surface exposures under different rainfall conditions. The entire setup is divided into four major parts: (a) water supply system with single spray nozzle, (b) supporting metal frame, (c) hydraulic jack attached container table for slope adjustment, and (d) temperature simulator. It covers an area of 3 m2, out of which 0.5 m2 is the target area or experimental plot and the simulated raindrops fall from a height of 2.3 m. Four types of full-jet spray nozzles are used to simulate rainfall intensities of 65, 93, 112, and 148 mm/h. The experimental plot can attain a maximum slope angle of 40° using a hydraulic jack unit. A temperature simulator is designed to replicate the natural conditions in the laboratory. Physical and numerical simulations are carried out to measure the characteristics of simulated rainfall and compare with those of natural rainfall conditions. The Christiansen coefficient (Cu) of the designed rainfall simulator varies from 81% to 88%. The rain droplet size ranges from roughly 1 mm to 5 mm and their corresponding terminal velocities range from 4.76 m/s to 10.64 m/s, striking velocities are found between 5.56 m/s and 9.63 m/s, and kinetic energies ranging from 0.0081 mJ to 3.0342 mJ. The total kinetic energy of the raindrops striking the soil surface in the entire plot area of 0.5 m2 depends on the rainfall intensity and varies from about 6 J to 12 J. The designed setup is capable of simulating rainfall inside the laboratory with properties very close to those of natural rainfall. We adopt the Taguchi fractional factorial design of experiments to investigate the effects of different factors on soil erosion. Furthermore, statistical analysis of the experimental data is carried out by using signal-to-noise (S/N) ratio and the optimum condition for maximum soil erosion is predicted. The main objectives of this study are to design a comprehensive rainfall simulator setup, evaluate the properties of the simulated rainfall, provide a theoretical model and assess the several factors affecting soil erosion using reduced number of experiments in the laboratory. © 2018 Elsevier B.V.","Design of experiments; Drop distribution; Kinetic energy; Rainfall simulator; Soil erosion; Taguchi method",Article,,Scopus,2-s2.0-85053081640
"Burkholder L., Chamberlin S.E., Kraffczyk H., Michels M., Boscoboinik A., Adams H., Hopper N., Held G., Hirschmugl C., Tysoe W.T.","6701519352;14009321500;57203824207;57203823411;56527371200;56203498800;57203822856;56244472700;6603726321;7004910054;","The structure of alanine anionic-zwitterionic dimers on Pd(111); formation of salt bridges",2019,"Surface Science","679",,,"79","85",,,"10.1016/j.susc.2018.08.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053083733&doi=10.1016%2fj.susc.2018.08.021&partnerID=40&md5=a01f2e3fdf75717105925ca6fa3c7b92","The structure of alanine zwitterion-anion dimers previously proposed to form on Pd(111) is investigated using low-energy electron diffraction (LEED). Because of the propensity of amino acids on Pd(111) to undergo electron-beam-induced decomposition, LEED intensity versus beam voltage (I-V) curves were measured using a delay line detector LEED (DLD-LEED) system, which enables the complete LEED I-V curves to be obtained for an electron exposure of less than one electron per adsorbate. Since no long-range order is found following alanine adsorption on Pd(111), the adsorbate structure is determined from the substrate diffraction spots. The I-V data were analyzed using the CLEED: Automated Surface Structure package for an initial input structure from previous DFT calculations of the alanine zwitterion-anion dimer, the best fit structure yielded a satisfactory Pendry R-factor of 0.249, thus confirming the correctness of the originally proposed structure. Such anionic-zwitterionic dimers are a class of hydrogen-bonding intermolecular interactions in proteins that are dominated by direct electrostatic interactions, in particular for residues such a lysine and arginine, known as salt bridges. While such salt bridges interactions are relatively weak in biological systems, the attractive interaction energy between the anion and the zwitterion in the dimer on Pd(111) in vacuo is found to be ∼95 kJ/mol. It is proposed that the weaker binding biological systems occurs because the electrostatic screening in aqueous media weakens the electrostatic interaction between the anion and zwitterion, causing their structures to relax. © 2018 Elsevier B.V.","Alanine; Anion; Low-energy electron diffraction; Pd(111); Salt bridge; Structure determination; Zwitterion",Article,,Scopus,2-s2.0-85053083733
"Cheng G.-Z., Ma J.-F., Qin L.-H., Wu L.-X., Feng T.-J.","25951220100;57203757580;57204108961;57204106031;57204112031;","Calculation model of urban rail transit share rate based on game theory",2019,"Lecture Notes in Electrical Engineering","503",,,"167","177",,,"10.1007/978-981-13-0302-9_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054477489&doi=10.1007%2f978-981-13-0302-9_17&partnerID=40&md5=52d9f856afd73f4903794f8a63526b4e","As a green, safe, fast, large-capacity, and sustainable public transit, urban rail transit can improve traffic congestion, environmental pollution, and other issues. In order to provide theoretical basis for the calculation of urban rail transit network scale, calculation model of urban rail transit (URT) share rate is established based on game theory between managers and travelers. To analyze the costs of managers and travelers, the model considers energy and environment cost for managers, and it selects economy, efficiency, and safety cost for travelers. To analyze the benefits of managers and travelers, it is assumed that managers’ benefit is operating income, and travelers’ benefit is comfort benefit, which is analyzed by structural equation method. Taking Harbin of China as case, this chapter introduces the specific calculation methods and steps, and the result shows that the reasonable share rate of URT is 18.26% for Harbin city. This method can provide references for transportation planning and it also has a certain application value for traffic operation environment improvement and energy conservation. © Springer Nature Singapore Pte Ltd. 2019.","Energy cost; Environmental cost; Game theory; Share rate; Urban rail transit",Conference Paper,,Scopus,2-s2.0-85054477489
"Fiedler T.","12446406400;","Simulation of a power system with large renewable penetration",2019,"Renewable Energy","130",,,"319","328",,,"10.1016/j.renene.2018.06.061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048983767&doi=10.1016%2fj.renene.2018.06.061&partnerID=40&md5=55ddd0d9007fb9397b7b6f1b8400b55c","This paper presents a simulation software initially developed by the author for educational purposes. The computational tool supports the design of power systems with large penetration by renewable energy sources. In particular, the problematic of power intermittency and its counter strategies are targeted. The main innovation of this simulation is the detailed transient analysis of the essential balance between power generation and consumption. Even so, the focus of the simulation tool is simple usage and interpretation of results, it successfully captures important characteristics of renewable power systems. The user selects the composition of a power system from conventional power plants, photovoltaic, windpower and tidal power. Following system definition, power generation and power demand are calculated based on local weather data. Energy storage can be added to balance mismatches between power demand and supply. Following the completion of a simulation system autonomy, carbon emission and electricity cost are evaluated to assess the performance of energy systems. © 2018 Elsevier Ltd","Computational simulation; Education; Penetration factor; Power intermittency; Power system; Renewable energy",Article,,Scopus,2-s2.0-85048983767
"Enokido T., Duolikun D., Takizawa M.","6603914409;55516931000;7101685192;","Energy-efficient process replication by forcing meaningless replicas to terminate in virtual machine environment",2019,"Advances in Intelligent Systems and Computing","772",,,"149","160",,,"10.1007/978-3-319-93659-8_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049263136&doi=10.1007%2f978-3-319-93659-8_13&partnerID=40&md5=d6949d68c9984bbcf6f9da04cee4e929","Server cluster systems equipped with virtual machines are widely used to provide various types of reliable application services. Especially, multiple replicas of each application process can be redundantly performed on multiple virtual machines to realize reliable application services. On the other hand, a large amount of electric energy is consumed in a server cluster since multiple replicas of each application process are performed on multiple virtual machines. In this paper, the improved redundant energy consumption laxity based (IRECLB) algorithm is newly proposed to reduce the total electric energy consumption of a server cluster for redundantly performing each application process by forcing meaningless replicas to terminate. We evaluate the IRECLB algorithm in terms of the total electric energy consumption of a server cluster and the average response time of each process compared with the redundant energy consumption laxity based (RECLB) algorithm previously proposed. © 2019, Springer International Publishing AG, part of Springer Nature.","Energy-efficient information system; Fault-tolerant; Load balancing; The IRECLB algorithm; Virtual machine",Conference Paper,,Scopus,2-s2.0-85049263136
"Jia G.S., Tao Z.Y., Meng X.Z., Ma C.F., Chai J.C., Jin L.W.","57200326633;7201884385;22734832400;57203464546;57192104309;8437925800;","Review of effective thermal conductivity models of rock-soil for geothermal energy applications",2019,"Geothermics","77",,,"1","11",,,"10.1016/j.geothermics.2018.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051772167&doi=10.1016%2fj.geothermics.2018.08.001&partnerID=40&md5=bd38ebeaee5051d19fe5a05270a2417f","In recent years, the utilization of geothermal energy through ground buried heat exchanger to provide heat source for buildings has become extremely attractive within China and all over the world. The effective thermal conductivity of the ground, which may affect the heat transfer process between the buried pipes and the surrounding rock-soil significantly, is a key parameter that governs the prediction of the system performance. This article reviews recently proposed methods to determine the effective thermal conductivities of different rock-soil types containing various substances. The applicabilities of various basic methods to include the effects of porosity, water content, material construction and etc. are documented. According to the deficiencies of basic models, the improved models take into account the effects of the temperature, saturation degree, detailed structure of rock-soil and other parameters to improve the accuracy of predictions. For certain types of rock-soil, experimental measurements are needed to improve the accuracy or verify the results of the improved model in the appropriate ranges of porosity and saturation degree. However, these measurements tend to be expensive and time consuming. © 2018 Elsevier Ltd","Effective thermal conductivity; Experimental methods; Geothermal energy; Rock-soil; Theoretical methods",Review,,Scopus,2-s2.0-85051772167
"Lin W., Ma Z., Ren H., Gschwander S., Wang S.","56374462100;22954433600;57196148809;8930582400;56042478600;","Multi-objective optimisation of thermal energy storage using phase change materials for solar air systems",2019,"Renewable Energy","130",,,"1116","1129",,,"10.1016/j.renene.2018.08.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053180063&doi=10.1016%2fj.renene.2018.08.071&partnerID=40&md5=74c40d23efb84cb6afb088fcd5693a69","Thermal energy storage (TES) using phase change materials (PCMs) is being widely considered as one of the alternative solutions for effective use of solar energy. This paper presents a multi-objective optimisation strategy for TES systems using PCMs for solar air systems, in which two performance indicators of average heat transfer effectiveness and effective PCM charging time were used as the conflicting objectives. The influence of the key design variables on the performance of an air-based PCM TES system was first experimentally investigated using Taguchi method, and the results were used to develop two performance models for optimisation. A genetic algorithm was used to search for an optimal Pareto front and a multi-criteria decision-making process was employed to determine the compromise optimal solutions. The results showed that the average heat transfer effectiveness of the PCM TES system can be improved from 44.25 to 59.29% while the effective PCM charging time increased from 4.53 to 6.11 h when using the solutions identified by the proposed strategy with the weighting factors of 0.5/0.5 for both objectives, in comparison to a baseline case. A further comparison showed that the optimal design identified by the proposed strategy outperformed the two designs identified using Taguchi method. © 2018 Elsevier Ltd","Decision-making; Experimental investigation; Multi-objective optimisation; Phase change materials; Thermal energy storage",Article,,Scopus,2-s2.0-85053180063
"Tang Z., Warkentin M., Wu L.","57204046268;55987735500;57204046027;","Understanding employees’ energy saving behavior from the perspective of stimulus-organism-responses",2019,"Resources, Conservation and Recycling","140",,,"216","223",,,"10.1016/j.resconrec.2018.09.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054256288&doi=10.1016%2fj.resconrec.2018.09.030&partnerID=40&md5=614ab0bc8e244ff6603484a8dfc3a036","Saving energy in workplaces provides a valuable opportunity to lessen energy consumption and greenhouse gas emissions. This article draws on stimulus-organism-response theory (SOR) to explore the impact of circumstance stimulus and internal psychological states on employee's energy saving intention. Partial Least Square (PLS) was employed to examine the research model with 249 valid responses among Chinese office workers. Findings indicated that descriptive norms, organizational energy saving climate, and media publicity (i.e., stimulus) had a significant direct and positive impact on employee's perceived energy saving responsibility and social pressure (i.e., organism). Moreover, the employee's perceived energy-saving responsibility and social pressure had a significant positive impact on energy saving intention (i.e., response). This study drew theoretical implications for future energy saving research as well as managerial implications for organizations and policymakers. © 2018 Elsevier B.V.","Circumstance stimulus; Energy-saving intention; Internal psychological states; Irrational behaviors; Stimulus-organism-response theory",Article,,Scopus,2-s2.0-85054256288
"Yang S., Zhang J., Wang Q., Miao J., Zhang C., Zhao L., Zhang Y.","57190129309;57201201852;34772299400;14030607400;57204055838;57204058945;57204058813;","Li2SiO3@Li2SnO3/SnO2 as a high performance lithium-ion battery material",2019,"Materials Letters","234",,,"375","378",,,"10.1016/j.matlet.2018.09.144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054299613&doi=10.1016%2fj.matlet.2018.09.144&partnerID=40&md5=f41666f849dc88a72a29c498534325b5","Li2SiO3@Li2SnO3/SnO2 composite has been prepared through a hydro-thermal method. The composite is with well crystalline and more pure when the doping content of Si powder is 0.3 g. The Li2SnO3 is a bulk structure with the diameter of 400 nm while Li2SiO3@Li2SnO3/SnO2 possesses the bulk structure heaped together by several nanoparticles, which can relieve the large volume change of the composite and then ensure the well cycling and rate properties. When charged and discharged at the current density of 150 mA/g, the composite shows a high initial discharge capacity of 1205.7 mAh/g. © 2018 Elsevier B.V.","Energy storage and conversation; Li2SiO3; Li2SnO3; Lithium-ion battery; Nanocomposites",Article,,Scopus,2-s2.0-85054299613
"Das B.K., Das T., Parashar K., Parashar S.K.S., Kumar R., Choudhary H.K., Khopkar V.B., Anupama A.V., Sahoo B.","56233395500;56233499200;36816446800;57190404895;55553737044;56921931100;57203280483;56576372700;57204003065;","Investigation of structural, morphological and NTCR behaviour of Cu-doped ZnO nanoceramics synthesized by high energy ball milling",2019,"Materials Chemistry and Physics","221",,,"419","429",,,"10.1016/j.matchemphys.2018.09.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054808475&doi=10.1016%2fj.matchemphys.2018.09.056&partnerID=40&md5=2f28a22136fc08b3f1d70d8d5e29ed3b","Nanocrystalline Cu doped ZnO (Zn1-xCuxO, x = 0, 0.01, 0.02, 0.03 and 0.04) samples were synthesized by high energy ball milling technique (HEBM). The strain developed during ball milling and incorporation of Cu into the Zn-site in ZnO lattice is depicted as broadening of the full width at half maximum (FWHM) of the XRD. The X-ray diffraction peak-widths (FWHM) increases with increase in Cu-concentration. Furthermore, the mechanical impact and the heat produced during ball milling helps in the formation of aggregates. The size of these aggregates was observed to increase with Cu-concentration. Upon calcination, these aggregated structures form particle, resulting in bigger particles for higher concentration of Cu. The XRD results confirm that up to ∼3 at% of Cu can be doped in ZnO lattice, beyond which CuO precipitates. The impedance spectroscopy and the ac-conductivity results confirm the improvement in dielectric properties of ZnO by Cu doping. The decrease in magnitude of Z′ on increase in temperature confirms the negative temperature coefficient of resistance (NTCR) behaviour of the samples. The ac conductivity of ZnO decreases with Cu doping and follows the correlated barrier hopping (CBH) model in the investigated temperature and frequency range. © 2018 Elsevier B.V.","FESEM; High energy ball milling; Impedance spectroscopy; NTCR behaviour; Rietveld refinement",Article,,Scopus,2-s2.0-85054808475
"Tsuha N.A.H., Nonato F., Cavalca K.L.","57193665886;55677603400;6602543045;","Stiffness and damping reduced model in EHD line contacts",2019,"Mechanisms and Machine Science","60",,,"43","55",,,"10.1007/978-3-319-99262-4_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052212556&doi=10.1007%2f978-3-319-99262-4_4&partnerID=40&md5=c47dc42b58f6eea63a17a26d4fbd006e","The increasing of operation speed and demand for precision in machinery make lubrication conditions a crucial aspect in order to maximize lifetime of rotor dynamic components. The elastohydrodynamic (EHD) regime more frequently occurs in nonconforming lubricated contacts with local elastic deformation due to high pressure in small contact area. The objective of this work is to analyze the EHD force reduced model applied to line contact based on restitutive and dissipative terms. In restitutive force term, an EHD stiffness approach is evaluated considering an explicit force-displacement relation with two independent parameters - stiffness and a constant surface separation force. Steady-state EHD contact numerical results allow estimating the restitutive parameters. The dissipative force term is composed by linear viscous damping. The damping is characterized by numerical simulation using the principle of energy conservation in transient elastohydrodynamic lubricated system. The influence of load and speed variations in damping fluctuations are investigated. The EHD reduced force model characterizes the lubricated contact in just three parameters (oil film stiffness, EHD constant surface separation force and viscous damping), simplifying the lubrication problem in comparison of solving EHD system of equations at each work condition and time step. This model can be applied to any nonconforming EHD line contact as cams, gears, needle element rolling bearings and cylindrical roller bearings in dynamic analysis and project stage development. Furthermore, an accurate contact model increases machine reliability, being promising to be used in model-based fault identification. © 2019, Springer Nature Switzerland AG.","EHD damping; EHD stiffness; Elastohydrodynamic lubrication; Line contact; Principle of energy conservation",Book Chapter,,Scopus,2-s2.0-85052212556
"Oma R., Nakamura S., Enokido T., Takizawa M.","57202755400;56251959300;6603914409;7101685192;","A tree-based model of energy-efficient fog computing systems in IoT",2019,"Advances in Intelligent Systems and Computing","772",,,"991","1001",,,"10.1007/978-3-319-93659-8_92","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049252796&doi=10.1007%2f978-3-319-93659-8_92&partnerID=40&md5=705a41976555d795182920a601ee9269","A huge number and various types of devices like sensors and actuators are interconnected with clouds of servers in the IoT (Internet of Things). Here, a large volume of data created by sensors have to be efficiently transmitted and processed and actions have to be efficiently delivered to actuators at an opportune time. In order to reduce the delay time and increase the performance, data and processing are distributed to not only servers but also fog nodes in fog computing systems. On the other hand, the total electric energy consumed by fog nodes increases since a huge number of fog nodes are interconnected. In this paper, we newly propose a tree-based fog computing model to deploy processes and data to fog nodes so that the total electric energy consumption of nodes can be reduced in the IoT. In the evaluation, we show the total electric energy consumption of nodes in the tree-based model is smaller than the cloud model where processes and data are centralized. © 2019, Springer International Publishing AG, part of Springer Nature.","Energy-efficient IoT; Fog computing; IoT (Internet of Things); Tree-based model of fog computing",Conference Paper,,Scopus,2-s2.0-85049252796
"Xing N., Liang K., Fang D., Guan W., Yang J.","56808997400;57203619529;7202133582;55702521100;16033513300;","The molar surface Gibbs energy and its application to the binary mixtures of N-butylpyridinium dicyanamide [C4py][DCA] with alcohols",2019,"Journal of Chemical Thermodynamics","128",,,"283","294",,,"10.1016/j.jct.2018.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052459956&doi=10.1016%2fj.jct.2018.08.004&partnerID=40&md5=64faf6cfa185d23efa59703213814078","The density and surface tension for the binary mixtures of ionic liquid (IL) [C4py][DCA] with ethanol, 1-propanol and 2-propanol were measured across the entire range of mole fraction (x1 = 0.0000–1.0000) at T = (288.15–318.15) K. The average molar volume and the thermal expansion coefficient of the binary mixtures were calculated from the experimental density. The excess molar volumes, VE, of the binary mixtures were also calculated and well fitted by Redlich−Kister equation. The obtained VE are negative values over the whole composition range. The values of VE are related to the alcohol chain length and temperature. In order to predict the surface tension of the mixtures, the new function – the molar surface Gibbs energy of mixtures was obtained from Li's model improved by us in this work. So, the molar surface Gibbs energy, gs, and its excess function, gs E, of mixtures for [C4py][DCA] with ethanol, 1-propanol and 2-propanol were calculated. The excess molar surface Gibbs energy, gs E, was well fitted by Redlich−Kister equation. In terms of the Redlich−Kister's parameters, a new method for predicting the surface tension, γ of the mixtures is proposed and the predicted values, γ (pre.), are in good agreement with the corresponding experimental ones, γ(exp.). On a basis of molar surface Gibbs energy of mixtures, a new Eӧtvӧs equation was obtained and applied to binary mixtures of [C4py][DCA] with alcohols. The absolute value of the slope of the new Eötvös equation is the mole surface entropy, s, and the intercept is the molar surface enthalpy, h, which is temperature-independent. © 2018 Elsevier Ltd","Binary mixture; Excess function; Ionic liquid; Molar surface Gibbs energy; N-butylpyridinium dicyanamide",Article,,Scopus,2-s2.0-85052459956
"Ansi V.A., Renuka N.K.","57192104898;6506540999;","Exfoliated graphitic carbon dots: Application in heavy metal ion sensing",2019,"Journal of Luminescence","205",,,"467","474",,,"10.1016/j.jlumin.2018.09.061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054307735&doi=10.1016%2fj.jlumin.2018.09.061&partnerID=40&md5=31206d38248deb3ef61b8fc68e972153","Highly Exfoliated Graphitic Carbon dot (HEG carbon dot) is reported herein, exploiting commercially available table sugar (sucrose) as a green precursor. An amorphous carbon matrix, made of 7–8 graphenic units constitutes the HEG carbon dot core. This system exhibits excitation energy transfer with the Xanthene dye, Rhodamine-B, which is expressed as a noticeable enhancement in the luminescence of the dye. Metal ion assisted hindrance in FRET is noticed in presence of Hg (II) ion, which paves way to the fabrication of an efficient Hg (II) ion sensing tool. The system exhibits high selectivity and sensitivity with Limit of Detection 98 pM. © 2018 Elsevier B.V.","Excitation energy transfer; Hg (II) sensing; Highly Exfoliated Graphitic Carbon dots",Article,,Scopus,2-s2.0-85054307735
"Bharath K.V.S., Khan M.A.","57191432287;57204135289;","Predictive control of energy management system for fuel cell assisted photo voltaic hybrid power system",2019,"Advances in Intelligent Systems and Computing","698",,,"245","254",,,"10.1007/978-981-13-1819-1_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054302086&doi=10.1007%2f978-981-13-1819-1_24&partnerID=40&md5=bb4d36b6ca2609eece69b11ab632464d","Distributed generation systems also known as hybrid power systems which involve renewable energy sources are extensively used due to their efficiency and green interface. Considering the varying environmental conditions, these systems are prone to many disadvantages and limitations. In order to overcome these constraints, intelligent techniques which can achieve steady process and power balance are to be implemented. This paper provides an intelligent control using fuzzy inference system and energy management algorithm for Fuel cell assisted PV Battery system. The supervisory control was implemented to achieve utmost feasible efficiency despite varying conditions such as irradiance and Hydrogen levels. With Levelized cost being adapted, an efficient energy management system attributes for even power distribution throughout the day can be implemented. Our thought process was demonstrated, and final software interface was simulated using MATLAB/Simulink to obtain results which confirm the effectiveness of the developed system. © Springer Nature Singapore Pte Ltd. 2019.","Energy management; Fuel cell; Fuzzy logic controller; Inference systems; MPPT; PVFC hybrid system",Book Chapter,,Scopus,2-s2.0-85054302086
"Shriram R., Baskar V.V., Martin B., Sundhararajan M., Daimiwal N.","55862729400;57204176651;55577620500;57202689380;36166225200;","Energy distribution and coherence-based changes in normal and epileptic electroencephalogram",2019,"Smart Innovation, Systems and Technologies","104",,,"625","635",,,"10.1007/978-981-13-1921-1_61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054858405&doi=10.1007%2f978-981-13-1921-1_61&partnerID=40&md5=1ba5ecd8d02042cb1fc54b6c5a2fcd73","In endeavor toward better understanding of brain functions, the analysis of information transfer between the various brain lobes plays a crucial role. Electroencephalogram (EEG) is an electrical brain signal in microvolts, which provides unique and important information about the brain dynamics. Frequency of EEG signal lies between 0 and 100 Hz. In epileptic or seizure related studies, decomposition of EEG signal into various frequency sub-bands such as α, β, δ, θ, and γ is essential. EEG plays a key role in diagnosis of neurological disorders such as epilepsy. In this paper, we explore decomposition of EEG by db18 wavelet, power spectral density, coherence, energy distribution, and empirical cumulative distribution function of EEGs. This work was carried out to study the changes in the normal and epileptic EEGs with respect to PSD, coherence, energy, and ECDF to check the suitability of these parameters as an input to the classifiers. The methodology was applied mainly to three groups consisting of male and females between the age group of 01–107 years: (1) healthy subjects (normal), (2) subjects with focal seizures, (3) subjects with generalized seizures. The work was carried out on the signals obtained from real subjects to study the EEG-based brain connectivity analysis. It was observed that PSD and coherence study related to the sub-bands reveal more accurate information than the study of complete EEG with or without the seizures. © Springer Nature Singapore Pte Ltd. 2019.","Coherence; Decomposition; EEG; Empirical cumulative distribution function; Energy distribution; Power spectral density; Seizures; Wavelet",Conference Paper,,Scopus,2-s2.0-85054858405
"Pinkam N., Newaz A.A.R., Jeong S., Chong N.Y.","55837972700;55933823800;23100090400;7007012034;","Rapid coverage of regions of interest for environmental monitoring",2019,"Advances in Intelligent Systems and Computing","751",,,"195","209",,,"10.1007/978-3-319-78452-6_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048232688&doi=10.1007%2f978-3-319-78452-6_17&partnerID=40&md5=0771fa653e755965922dc2032186dc4c","In this paper, we present a framework to solve the problem of rapidly determining regions of interest (ROIs) from an unknown intensity distribution, especially in radiation fields. The vast majority of existing literature on robotics area coverage does not report the identification of ROIs. In a radiation field, ROIs limit the range of exploration to mitigate the monitoring problem. However, considering the limited resources of Unmanned Aerial Vehicle (UAV) as a mobile measurement system, it is challenging to determine ROIs in unknown radiation fields. Given the target area, we attempt to plan a path that facilitates the localization of ROIs with a single UAV, while minimizing the exploration cost. To reduce the complexity of exploration of large scale environment, initially whole areas are adaptively decomposed by the hierarchical method based on Voronoi based subdivision. Once an informative decomposed sub area is selected by maximizing a utility function, the robot heuristically reaches to contaminated areas and then a boundary estimation algorithm is adopted to estimate the environmental boundaries. Finally, the detailed boundaries are approximated by ellipses, called the ROIs of the target area and whole procedures are iterated to sequentially cover the all areas. The simulation results demonstrate that our framework allows a single UAV to efficiently and explore a given target area to maximize the localization rate of ROIs. © Springer International Publishing AG, part of Springer Nature 2019.","Energy-efficient path planning; Environmental monitoring; Regions of interest coverage; UAV",Conference Paper,,Scopus,2-s2.0-85048232688
